Unnamed: 0,Unnamed: 0.1,AB,TI,SO_x,DT,year,PM,methods,MNCS_x,methods2,SO_y,MNCS_y,KW,KW2
241,241,"BACKGROUND AND PURPOSE: The reported incidence of PCE during PV varies, depending on the sensitivity of diagnostic tests used. To assess the true incidence of PCE, we performed native chest CT during follow-up in a large proportion of patients from the VERTOS II trial. MATERIALS AND METHODS: VERTOS II is a prospective multicenter randomized controlled trial comparing PV with conservative therapy in 202 patients. After a mean follow-up of 22 months (median, 21 months; range, 6-42 months), 54 of 78 patients (69%) with 80 vertebrae treated with PV underwent native chest CT to detect possible PCE. The presence, location, number, and size of PCE were recorded. In addition, the presence of pulmonary parenchymal changes adjacent to PCE was noted. Possible risk factors for PCE, such as age, sex, number of treated vertebrae, cement volume per vertebra, and presence and location of perivertebral cement leakage, were evaluated. RESULTS: PCE was detected in 14 of 54 patients (26%; 95% CI, 16%-39%). All patients were asymptomatic. Cement emboli were small and randomly distributed in peripheral small vessels. There were no reactive pulmonary changes. Cement leakage in the azygos vein was the only risk factor for the occurrence of PCE (OR, 43; 95% CI, 5-396). CONCLUSIONS: Small and clinically silent PCE occurred in a quarter of patients treated with PV. Cement leakage into the azygos vein was the only risk factor. With time, these small cement emboli remained inert, without inflammatory pulmonary response. Standard postprocedural CT or chest radiographs are not necessary.",Percutaneous Vertebroplasty and Pulmonary Cement Embolism: Results from VERTOS II,AMERICAN JOURNAL OF NEURORADIOLOGY,Article,2010,20488908,['CT'],2.406227884,CT,AMERICAN JOURNAL OF NEURORADIOLOGY,2.406227884,['vertebral compression fractures'],embolization
242,242,"In the head and neck, squamous cell carcinoma is one of the most common tumour types. Currently, the primary imaging modalities for initial locoregional staging are computed tomography and-to a lesser extent-magnetic resonance imaging, whilst [F-18]fluorodeoxyglucose (FDG) positron emission tomography has additional value in the detection of subcentimetric metastatic lymph nodes and of tumour recurrence after chemoradiotherapy (CRT). However, dependency on the morphological and size-related criteria of anatomical imaging and the limited spatial resolution and FDG avidity of inflammation in metabolic imaging may reduce diagnostic accuracy in the head and neck. Diffusion-weighted magnetic resonance imaging (DWI) is a noninvasive imaging technique that measures the differences in water mobility in different tissue microstructures. Water mobility is likely influenced by cell size, density, and cellular membrane integrity and is quantified by means of the apparent diffusion coefficient. As such, the technique is able to differentiate tumoural tissue from normal tissue, inflammatory tissue and necrosis. In this article, we examine the use of DWI in head and neck cancer, focussing on technique optimization and image interpretation. Afterwards, the value of DWI will be outlined for clinical questions regarding nodal staging, lesion characterization, differentiation of post-CRT tumour recurrence from necrosis and inflammation, and predictive imaging towards treatment outcome. The possible consequences of adding DWI towards therapeutic management are outlined.",Applications of diffusion-weighted magnetic resonance imaging in head and neck squamous cell carcinoma,NEURORADIOLOGY,Article,2010,20631998,"['DTI', 'PET']",1.854974705,DTI,NEURORADIOLOGY,1.854974705,"['positron-emission-tomography', 'cervical lymph-nodes', 'head and neck cancer', 'diagnostic-accuracy', 'diffusion-weighted mri', 'tissue characterization']",tumor
242,242,"In the head and neck, squamous cell carcinoma is one of the most common tumour types. Currently, the primary imaging modalities for initial locoregional staging are computed tomography and-to a lesser extent-magnetic resonance imaging, whilst [F-18]fluorodeoxyglucose (FDG) positron emission tomography has additional value in the detection of subcentimetric metastatic lymph nodes and of tumour recurrence after chemoradiotherapy (CRT). However, dependency on the morphological and size-related criteria of anatomical imaging and the limited spatial resolution and FDG avidity of inflammation in metabolic imaging may reduce diagnostic accuracy in the head and neck. Diffusion-weighted magnetic resonance imaging (DWI) is a noninvasive imaging technique that measures the differences in water mobility in different tissue microstructures. Water mobility is likely influenced by cell size, density, and cellular membrane integrity and is quantified by means of the apparent diffusion coefficient. As such, the technique is able to differentiate tumoural tissue from normal tissue, inflammatory tissue and necrosis. In this article, we examine the use of DWI in head and neck cancer, focussing on technique optimization and image interpretation. Afterwards, the value of DWI will be outlined for clinical questions regarding nodal staging, lesion characterization, differentiation of post-CRT tumour recurrence from necrosis and inflammation, and predictive imaging towards treatment outcome. The possible consequences of adding DWI towards therapeutic management are outlined.",Applications of diffusion-weighted magnetic resonance imaging in head and neck squamous cell carcinoma,NEURORADIOLOGY,Article,2010,20631998,"['DTI', 'PET']",1.854974705,PET,NEURORADIOLOGY,1.854974705,"['positron-emission-tomography', 'cervical lymph-nodes', 'head and neck cancer', 'diagnostic-accuracy', 'diffusion-weighted mri', 'tissue characterization']",tumor
244,244,"BACKGROUND AND PURPOSE: Occlusion of the AOP results in a characteristic pattern of ischemia: bilateral paramedian thalamus with or without midbrain involvement. Although the classic imaging findings are often recognized, only a few small case series and isolated cases of AOP infarction have been reported. The purpose of this study was to characterize the complete imaging spectrum of AOP infarction on the basis of a large series of cases obtained from multiple institutions. MATERIALS AND METHODS: Imaging and clinical data of 37 patients with AOP infarction from 2000 to 2009 were reviewed retrospectively. The primary imaging criterion for inclusion was an abnormal signal intensity on MR imaging and/or hypoattenuation on CT involving distinct arterial zones of the bilateral paramedian thalami with or without rostral midbrain involvement. Patients were excluded if there was a neoplastic, infectious, or inflammatory etiology. RESULTS: We identified 4 ischemic patterns of AOP infarction: 1) bilateral paramedian thalamic with midbrain (43%), 2) bilateral paramedian thalamic without midbrain (38%), 3) bilateral paramedian thalamic with anterior thalamus and midbrain (14%), and 4) bilateral paramedian thalamic with anterior thalamus without midbrain (5%). A previously unreported finding (the ""V"" sign) on FLAIR and DWI sequences was identified in 67% of cases of AOP infarction with midbrain involvement and supports the diagnosis when present. CONCLUSIONS: The 4 distinct patterns of ischemia identified in our large case series, along with the midbrain V sign, should improve recognition of AOP infarction and assist with the neurologic evaluation and management of patients with thalamic strokes.",Artery of Percheron Infarction: Imaging Patterns and Clinical Spectrum,AMERICAN JOURNAL OF NEURORADIOLOGY,Article,2010,20299438,"['CT', 'DTI']",1.981599434,CT,AMERICAN JOURNAL OF NEURORADIOLOGY,1.981599434,"['mesencephalic infarcts', 'paramedian thalamic infarction', 'perforating']",infarction
244,244,"BACKGROUND AND PURPOSE: Occlusion of the AOP results in a characteristic pattern of ischemia: bilateral paramedian thalamus with or without midbrain involvement. Although the classic imaging findings are often recognized, only a few small case series and isolated cases of AOP infarction have been reported. The purpose of this study was to characterize the complete imaging spectrum of AOP infarction on the basis of a large series of cases obtained from multiple institutions. MATERIALS AND METHODS: Imaging and clinical data of 37 patients with AOP infarction from 2000 to 2009 were reviewed retrospectively. The primary imaging criterion for inclusion was an abnormal signal intensity on MR imaging and/or hypoattenuation on CT involving distinct arterial zones of the bilateral paramedian thalami with or without rostral midbrain involvement. Patients were excluded if there was a neoplastic, infectious, or inflammatory etiology. RESULTS: We identified 4 ischemic patterns of AOP infarction: 1) bilateral paramedian thalamic with midbrain (43%), 2) bilateral paramedian thalamic without midbrain (38%), 3) bilateral paramedian thalamic with anterior thalamus and midbrain (14%), and 4) bilateral paramedian thalamic with anterior thalamus without midbrain (5%). A previously unreported finding (the ""V"" sign) on FLAIR and DWI sequences was identified in 67% of cases of AOP infarction with midbrain involvement and supports the diagnosis when present. CONCLUSIONS: The 4 distinct patterns of ischemia identified in our large case series, along with the midbrain V sign, should improve recognition of AOP infarction and assist with the neurologic evaluation and management of patients with thalamic strokes.",Artery of Percheron Infarction: Imaging Patterns and Clinical Spectrum,AMERICAN JOURNAL OF NEURORADIOLOGY,Article,2010,20299438,"['CT', 'DTI']",1.981599434,DTI,AMERICAN JOURNAL OF NEURORADIOLOGY,1.981599434,"['mesencephalic infarcts', 'paramedian thalamic infarction', 'perforating']",infarction
245,245,"The purpose of this study was to determine whether tract-specific diffusion tensor imaging measures in somatosensory and motor pathways correlate with clinical grades as defined using the Gross Motor Function Classification System (GMFCS) in cerebral palsy (CP) children. Quantitative diffusion tensor tractography was performed on 39 patients with spastic quadriparesis (mean age = 8 years) and 14 age/sex-matched controls. All patients were graded on the basis of GMFCS scale into grade II (n = 12), grade IV (n = 22), and grade V (n = 5) CP and quantitative analysis reconstruction of somatosensory and motor tracts performed. Significant inverse correlation between clinical grade and fractional anisotropy (FA) was observed in both right and left motor and sensory tracts. A significant direct correlation of mean diffusivity values from both motor and sensory tracts was also observed with clinical grades. Successive decrease in FA values was observed in all tracts except for left motor tracts moving from age/sex-matched controls to grade V through grades II and IV. We conclude that white matter tracts from both the somatosensory and the motor cortex play an important role in the pathophysiology of motor disability in patients with CP.",Correlation of quantitative sensorimotor tractography with clinical grade of cerebral palsy,NEURORADIOLOGY,Article,2010,20405112,['DTI'],2.107925801,DTI,NEURORADIOLOGY,2.107925801,"['periventricular', 'diffusion tensor tractography', 'cerebral palsy', 'diffusion tensor mri', 'diffusion tensor imaging', 'white matter']",wm
245,245,"The purpose of this study was to determine whether tract-specific diffusion tensor imaging measures in somatosensory and motor pathways correlate with clinical grades as defined using the Gross Motor Function Classification System (GMFCS) in cerebral palsy (CP) children. Quantitative diffusion tensor tractography was performed on 39 patients with spastic quadriparesis (mean age = 8 years) and 14 age/sex-matched controls. All patients were graded on the basis of GMFCS scale into grade II (n = 12), grade IV (n = 22), and grade V (n = 5) CP and quantitative analysis reconstruction of somatosensory and motor tracts performed. Significant inverse correlation between clinical grade and fractional anisotropy (FA) was observed in both right and left motor and sensory tracts. A significant direct correlation of mean diffusivity values from both motor and sensory tracts was also observed with clinical grades. Successive decrease in FA values was observed in all tracts except for left motor tracts moving from age/sex-matched controls to grade V through grades II and IV. We conclude that white matter tracts from both the somatosensory and the motor cortex play an important role in the pathophysiology of motor disability in patients with CP.",Correlation of quantitative sensorimotor tractography with clinical grade of cerebral palsy,NEURORADIOLOGY,Article,2010,20405112,['DTI'],2.107925801,DTI,NEURORADIOLOGY,2.1,"['periventricular', 'diffusion tensor tractography', 'cerebral palsy', 'diffusion tensor mri', 'diffusion tensor imaging', 'white matter']",wm
246,245,"The purpose of this study was to determine whether tract-specific diffusion tensor imaging measures in somatosensory and motor pathways correlate with clinical grades as defined using the Gross Motor Function Classification System (GMFCS) in cerebral palsy (CP) children. Quantitative diffusion tensor tractography was performed on 39 patients with spastic quadriparesis (mean age = 8 years) and 14 age/sex-matched controls. All patients were graded on the basis of GMFCS scale into grade II (n = 12), grade IV (n = 22), and grade V (n = 5) CP and quantitative analysis reconstruction of somatosensory and motor tracts performed. Significant inverse correlation between clinical grade and fractional anisotropy (FA) was observed in both right and left motor and sensory tracts. A significant direct correlation of mean diffusivity values from both motor and sensory tracts was also observed with clinical grades. Successive decrease in FA values was observed in all tracts except for left motor tracts moving from age/sex-matched controls to grade V through grades II and IV. We conclude that white matter tracts from both the somatosensory and the motor cortex play an important role in the pathophysiology of motor disability in patients with CP.",Correlation of quantitative sensorimotor tractography with clinical grade of cerebral palsy,NEURORADIOLOGY,Article,2010,20405112,['DTI'],2.1,DTI,NEURORADIOLOGY,2.107925801,"['periventricular', 'diffusion tensor tractography', 'cerebral palsy', 'diffusion tensor mri', 'diffusion tensor imaging', 'white matter']",wm
246,245,"The purpose of this study was to determine whether tract-specific diffusion tensor imaging measures in somatosensory and motor pathways correlate with clinical grades as defined using the Gross Motor Function Classification System (GMFCS) in cerebral palsy (CP) children. Quantitative diffusion tensor tractography was performed on 39 patients with spastic quadriparesis (mean age = 8 years) and 14 age/sex-matched controls. All patients were graded on the basis of GMFCS scale into grade II (n = 12), grade IV (n = 22), and grade V (n = 5) CP and quantitative analysis reconstruction of somatosensory and motor tracts performed. Significant inverse correlation between clinical grade and fractional anisotropy (FA) was observed in both right and left motor and sensory tracts. A significant direct correlation of mean diffusivity values from both motor and sensory tracts was also observed with clinical grades. Successive decrease in FA values was observed in all tracts except for left motor tracts moving from age/sex-matched controls to grade V through grades II and IV. We conclude that white matter tracts from both the somatosensory and the motor cortex play an important role in the pathophysiology of motor disability in patients with CP.",Correlation of quantitative sensorimotor tractography with clinical grade of cerebral palsy,NEURORADIOLOGY,Article,2010,20405112,['DTI'],2.1,DTI,NEURORADIOLOGY,2.1,"['periventricular', 'diffusion tensor tractography', 'cerebral palsy', 'diffusion tensor mri', 'diffusion tensor imaging', 'white matter']",wm
247,246,"BACKGROUND AND PURPOSE: Recently introduced 320-detector row CT enables whole brain perfusion imaging compared to a limited scanning area in 64-detector row CT. Our aim was to evaluate patient radiation exposure in comprehensive stroke imaging by using multidetector row CT consisting of standard CT of the head, CTA of cerebral and cervical vessels, and CTP. MATERIAL AND METHODS: Organ doses were measured by using LiF-TLDs located at several organ sites in an Alderson-Rando phantom. Effective doses were derived from these measurements. Stroke protocols including noncontrast head CT, CTA of cerebral and cervical vessels, and CTP were performed on 320- and 64-detector row scanners. RESULTS: Measured effective doses for the different scanning protocols ranged between 1.61 and 4.56 mSv, resulting in an effective dose for complete stroke imaging of 7.52/7.54 mSv (m/f) for 64-detector row CT and 10.56/10.6 mSv (m/f) for 320-detector row CT. The highest organ doses within the area of the primary beam were measured in the skin (92 mGy) and cerebral hemispheres (69.91 mGy). Use of an eye-protection device resulted in a 54% decrease of the lens dose measured for the combo protocol for whole-brain perfusion with the 320-detector row CT scanner. CONCLUSIONS: Phantom measurements indicate that comprehensive stroke imaging with multidetector row CT may result in effective radiation doses from 7.52 mSv (64-detector row CT) to 10.6 mSv (320-detector row CT). The technique of 320-detector row CT offers additional information on the time course of vascular enhancement and whole-brain perfusion. Physicians should weigh the potential of the new technique against the higher radiation dose that is needed. Critical doses that would cause organ damage were not reached.",Dose Exposure of Patients Undergoing Comprehensive Stroke Imaging by Multidetector-Row CT: Comparison of 320-Detector Row and 64-Detector Row CT Scanners,AMERICAN JOURNAL OF NEURORADIOLOGY,Article,2010,20110373,"['Angiography', 'CT', 'MRP']",2.547770701,Angiography,AMERICAN JOURNAL OF NEURORADIOLOGY,2.547770701,"['computed-tomography', 'clinical-experience', 'cone-beam ct']",stroke
247,246,"BACKGROUND AND PURPOSE: Recently introduced 320-detector row CT enables whole brain perfusion imaging compared to a limited scanning area in 64-detector row CT. Our aim was to evaluate patient radiation exposure in comprehensive stroke imaging by using multidetector row CT consisting of standard CT of the head, CTA of cerebral and cervical vessels, and CTP. MATERIAL AND METHODS: Organ doses were measured by using LiF-TLDs located at several organ sites in an Alderson-Rando phantom. Effective doses were derived from these measurements. Stroke protocols including noncontrast head CT, CTA of cerebral and cervical vessels, and CTP were performed on 320- and 64-detector row scanners. RESULTS: Measured effective doses for the different scanning protocols ranged between 1.61 and 4.56 mSv, resulting in an effective dose for complete stroke imaging of 7.52/7.54 mSv (m/f) for 64-detector row CT and 10.56/10.6 mSv (m/f) for 320-detector row CT. The highest organ doses within the area of the primary beam were measured in the skin (92 mGy) and cerebral hemispheres (69.91 mGy). Use of an eye-protection device resulted in a 54% decrease of the lens dose measured for the combo protocol for whole-brain perfusion with the 320-detector row CT scanner. CONCLUSIONS: Phantom measurements indicate that comprehensive stroke imaging with multidetector row CT may result in effective radiation doses from 7.52 mSv (64-detector row CT) to 10.6 mSv (320-detector row CT). The technique of 320-detector row CT offers additional information on the time course of vascular enhancement and whole-brain perfusion. Physicians should weigh the potential of the new technique against the higher radiation dose that is needed. Critical doses that would cause organ damage were not reached.",Dose Exposure of Patients Undergoing Comprehensive Stroke Imaging by Multidetector-Row CT: Comparison of 320-Detector Row and 64-Detector Row CT Scanners,AMERICAN JOURNAL OF NEURORADIOLOGY,Article,2010,20110373,"['Angiography', 'CT', 'MRP']",2.547770701,CT,AMERICAN JOURNAL OF NEURORADIOLOGY,2.547770701,"['computed-tomography', 'clinical-experience', 'cone-beam ct']",stroke
247,246,"BACKGROUND AND PURPOSE: Recently introduced 320-detector row CT enables whole brain perfusion imaging compared to a limited scanning area in 64-detector row CT. Our aim was to evaluate patient radiation exposure in comprehensive stroke imaging by using multidetector row CT consisting of standard CT of the head, CTA of cerebral and cervical vessels, and CTP. MATERIAL AND METHODS: Organ doses were measured by using LiF-TLDs located at several organ sites in an Alderson-Rando phantom. Effective doses were derived from these measurements. Stroke protocols including noncontrast head CT, CTA of cerebral and cervical vessels, and CTP were performed on 320- and 64-detector row scanners. RESULTS: Measured effective doses for the different scanning protocols ranged between 1.61 and 4.56 mSv, resulting in an effective dose for complete stroke imaging of 7.52/7.54 mSv (m/f) for 64-detector row CT and 10.56/10.6 mSv (m/f) for 320-detector row CT. The highest organ doses within the area of the primary beam were measured in the skin (92 mGy) and cerebral hemispheres (69.91 mGy). Use of an eye-protection device resulted in a 54% decrease of the lens dose measured for the combo protocol for whole-brain perfusion with the 320-detector row CT scanner. CONCLUSIONS: Phantom measurements indicate that comprehensive stroke imaging with multidetector row CT may result in effective radiation doses from 7.52 mSv (64-detector row CT) to 10.6 mSv (320-detector row CT). The technique of 320-detector row CT offers additional information on the time course of vascular enhancement and whole-brain perfusion. Physicians should weigh the potential of the new technique against the higher radiation dose that is needed. Critical doses that would cause organ damage were not reached.",Dose Exposure of Patients Undergoing Comprehensive Stroke Imaging by Multidetector-Row CT: Comparison of 320-Detector Row and 64-Detector Row CT Scanners,AMERICAN JOURNAL OF NEURORADIOLOGY,Article,2010,20110373,"['Angiography', 'CT', 'MRP']",2.547770701,MRP,AMERICAN JOURNAL OF NEURORADIOLOGY,2.547770701,"['computed-tomography', 'clinical-experience', 'cone-beam ct']",stroke
248,247,"BACKGROUND AND PURPOSE: Longitudinal MR imaging measures provide an opportunity to track progression in HD before the emergence of clinical symptoms. This may prove useful in assessing disease-modifying treatments. We investigated how caudate and global volumes change as HD progresses from premanifest to early disease. MATERIALS AND METHODS: Forty HD gene-positive individuals and 19 controls underwent serial volumetric MR imaging (baseline, 12 and 27 months; 2 or 3 scans per person). At baseline, 3 patients with HD were premanifest but developed overt motor features during the study, and 37 had early HD. All had dates of motor onset recorded. Caudates, lateral ventricles, and TIVs were measured using semiautomated procedures. Linear mixed models were used to investigate differences between HD and controls in relation to motor onset, controlling for TIV, sex, and age. RESULTS: Extrapolating backwards in time, we found that differences in caudate and ventricular volumes between patients with HD and controls were evident 14 and 5 years, respectively, before motor onset (P < .05). At onset, caudate volume was 2.58 mL smaller than that in controls (P < .0001); ventricular volume was 9.27 mL larger (P < .0001). HD caudate atrophy rates were linear, showed low variability between subjects, and were approximately 10-fold higher than those in controls (P < .001). HD ventricular enlargement rates were variable between subjects, were approximately 4-fold higher than those in controls at onset (P < .001), and accelerated with disease duration (P = .02). CONCLUSIONS: We provide evidence of acceleration of global atrophy in HD with disproportionate caudate involvement. Both caudate and global measures may be of use as early markers of HD pathology.",Onset and Progression of Pathologic Atrophy in Huntington Disease: A Longitudinal MR Imaging Study,AMERICAN JOURNAL OF NEURORADIOLOGY,Article,2010,20150305,['MRI'],1.840056617,MRI,AMERICAN JOURNAL OF NEURORADIOLOGY,1.840056617,"['brain volume changes', 'prediction', 'aging']",aging
249,248,"BACKGROUND AND PURPOSE: Blister aneurysms of the supraclinoid ICA represent a rare but well-documented cause of subarachnoid hemorrhage. These aneurysms are difficult to detect, and their surgical treatment is challenging, with high morbidity and mortality rates. The reports currently in the literature that describe the surgical and endovascular treatment of these aneurysms offer no clear consensus on the optimal treatment. We describe a staged endovascular treatment entailing stenting using a stent-in-stent technique, as well as planned but delayed embolization as the aneurysm increases in size to allow the introduction of coils. MATERIALS AND METHODS: We performed a retrospective review of all cerebral angiograms performed at our institution over an 8-month period for evaluation of subarachnoid hemorrhage, identifying 6 ICA blister aneurysms. RESULTS: All 6 blister aneurysms were located in the supraclinoid ICA. The stent-in-stent technique was used for the initial treatment of all patients. Three patients had no residual or recurrent aneurysm following initial treatment. Three patients required retreatment with coils after continued growth of the aneurysm, identified on follow-up angiography. Five patients had good recovery (average mRS score of 1), and 1 patient had poor neurologic recovery (mRS score of 3) due to a large hemorrhagic infarction. CONCLUSIONS: Our case series suggests that staged endovascular treatment entailing the use of a stent-in-stent technique, augmented with subsequent coil embolization as necessary for progressive disease, is a viable endovascular option for treating ruptured supraclinoid blister aneurysms, allowing for parent artery preservation.",The Efficacy of Endovascular Stenting in the Treatment of Supraclinoid Internal Carotid Artery Blister Aneurysms Using a Stent-in-Stent Technique,AMERICAN JOURNAL OF NEURORADIOLOGY,Article,2010,20150303,"['Angiography', 'Spectroscopy']",2.335456476,Angiography,AMERICAN JOURNAL OF NEURORADIOLOGY,2.335456476,"['bypass', 'rupture', 'occlusion', 'coil embolization', 'nonbranching sites']",embolization
249,248,"BACKGROUND AND PURPOSE: Blister aneurysms of the supraclinoid ICA represent a rare but well-documented cause of subarachnoid hemorrhage. These aneurysms are difficult to detect, and their surgical treatment is challenging, with high morbidity and mortality rates. The reports currently in the literature that describe the surgical and endovascular treatment of these aneurysms offer no clear consensus on the optimal treatment. We describe a staged endovascular treatment entailing stenting using a stent-in-stent technique, as well as planned but delayed embolization as the aneurysm increases in size to allow the introduction of coils. MATERIALS AND METHODS: We performed a retrospective review of all cerebral angiograms performed at our institution over an 8-month period for evaluation of subarachnoid hemorrhage, identifying 6 ICA blister aneurysms. RESULTS: All 6 blister aneurysms were located in the supraclinoid ICA. The stent-in-stent technique was used for the initial treatment of all patients. Three patients had no residual or recurrent aneurysm following initial treatment. Three patients required retreatment with coils after continued growth of the aneurysm, identified on follow-up angiography. Five patients had good recovery (average mRS score of 1), and 1 patient had poor neurologic recovery (mRS score of 3) due to a large hemorrhagic infarction. CONCLUSIONS: Our case series suggests that staged endovascular treatment entailing the use of a stent-in-stent technique, augmented with subsequent coil embolization as necessary for progressive disease, is a viable endovascular option for treating ruptured supraclinoid blister aneurysms, allowing for parent artery preservation.",The Efficacy of Endovascular Stenting in the Treatment of Supraclinoid Internal Carotid Artery Blister Aneurysms Using a Stent-in-Stent Technique,AMERICAN JOURNAL OF NEURORADIOLOGY,Article,2010,20150303,"['Angiography', 'Spectroscopy']",2.335456476,Spectroscopy,AMERICAN JOURNAL OF NEURORADIOLOGY,2.335456476,"['bypass', 'rupture', 'occlusion', 'coil embolization', 'nonbranching sites']",embolization
250,249,"Polymicrogyria is one of the most common malformations of cortical development. It has been known for many years and its clinical and MRI manifestations are well described. Recent advances in imaging, however, have revealed that polymicrogyria has many different appearances on MR imaging, suggesting that is may be a more heterogeneous malformation than previously suspected. The clinical and imaging heterogeneity of polymicrogyria is explored in this review.",Current concepts of polymicrogyria,NEURORADIOLOGY,Article,2010,20198472,['MRI'],1.939291737,MRI,NEURORADIOLOGY,1.939291737,"['epilepsy', 'marmorata telangiectatica', 'bilateral frontoparietal polymicrogyria', 'polymicrogyria', 'malformations of cortical development']",epilepsy
251,250,"Wernicke encephalopathy (WE) is an acute neurological disease resulting from dietary thiamine (vitamin B1) deficiency. WE is characterized by changes in consciousness, ocular dysfunction, and ataxia. Neuroradiologic findings usually show symmetric signal intensity alterations in the mammillary bodies, medial thalami, tectal plate, and periaqueductal area. Selective involvement of the cranial nerve nuclei, cerebellum, red nuclei, dentate nuclei, fornix, splenium, cerebral cortex, and basal ganglia characterize nonalcoholic WE patients. Furthermore, symmetric basal ganglia alterations with involvement of the putamen have only been observed in children. The incidence of WE is underestimated in both adult and pediatric patients. Interestingly, the frequency of WE in children appears to be similar to that observed in adults. The prognosis of the disease largely depends on the time from diagnosis to thiamine supplementation. The aim of this pediatric literature review is to provide an update on neuroradiologic findings in children affected by WE in an effort to determine pertinent clinical and imaging findings that can improve the detection and early identification of the disease. A thorough knowledge of the MRI findings of WE will assist in arriving at an early diagnosis, thereby reducing the morbidity and mortality associated with this disease in children.",Neuroimaging findings in pediatric Wernicke encephalopathy: a review,NEURORADIOLOGY,Article,2010,19844698,['MRI'],1.854974705,MRI,NEURORADIOLOGY,1.854974705,"['thiamine-deficiency', 'wernicke encephalopathy', 'thiamine deficiency', 'mr findings', 'hyperemesis gravidarum', 'wernicke-korsakoff']",encephalopathy
252,251,"Enormous progress has been made in assessing the neonatal brain, using magnetic resonance imaging (MRI). In this review, we will describe the use of MRI and proton magnetic resonance spectroscopy in detecting different patterns of brain injury in (full-term) human neonates following hypoxic-ischaemic brain injury and indicate the relevance of these findings in predicting neurodevelopmental outcome.",Patterns of neonatal hypoxic-ischaemic brain injury,NEURORADIOLOGY,Article,2010,20390260,"['MRI', 'Spectroscopy']",1.854974705,MRI,NEURORADIOLOGY,1.854974705,"['neonatal neuroimaging-perinatal asphyxia', 'neonate', 'magnetic-resonance spectroscopy', 'apparent diffusion-coefficient', 'mri', 'mrs']",asphyxia
252,251,"Enormous progress has been made in assessing the neonatal brain, using magnetic resonance imaging (MRI). In this review, we will describe the use of MRI and proton magnetic resonance spectroscopy in detecting different patterns of brain injury in (full-term) human neonates following hypoxic-ischaemic brain injury and indicate the relevance of these findings in predicting neurodevelopmental outcome.",Patterns of neonatal hypoxic-ischaemic brain injury,NEURORADIOLOGY,Article,2010,20390260,"['MRI', 'Spectroscopy']",1.854974705,Spectroscopy,NEURORADIOLOGY,1.854974705,"['neonatal neuroimaging-perinatal asphyxia', 'neonate', 'magnetic-resonance spectroscopy', 'apparent diffusion-coefficient', 'mri', 'mrs']",asphyxia
253,252,"BACKGROUND AND PURPOSE Concerns have recently grown regarding the safety of iodinated contrast agents used for CIA and CTP imaging We tested whether the incidence of AN, defined by a >= 25% increase in the post contrast scan creatinine level, was higher among patients with ischemic stroke who underwent a functional contrast-enhanced CT protocol compared with those who had no iodinated contrast administration MATERIALS AND METHODS The contrast-exposed group consisted of 575 patients with acute ischemic stroke who underwent CIA In = 313), CTA/CTP (n = 224), or CTA/CTP followed by conventional angiography In = 38) within 24 hours of stroke onset and were consecutively enrolled in a prospective cohort study The nonexposed group consisted of 343 patients with ischemic stroke, consecutively admitted to the same institution, who did not receive iodinated contrast material Patients were stratified by baseline eGFR In the primary analysis, the Fisher exact test was used to compare the incidence of AN between the contrast-exposed and the nonexposed patients at 24, 48, and 72 hours and on a cumulative basis A secondary analysis compared the incidence of AN in patients who underwent conventional angiography following CTA/CTP versus patients who underwent CTA/CTP only RESULTS: The incidence of AN was 5% in the exposed and 10% in the nonexposed group (P = 0031 Patients who underwent conventional angiography after contrast CT were at no greater risk of AN than patients who underwent CTA/CTP alone (26 patients, 5%, and 2 patients, 5%, respectively, P = 71 CONCLUSIONS Administration of a contrast-enhanced CT protocol involving CTA/CTP and conventional angiography in selected patients does not appear to increase the incidence of CIN",Functional Contrast-Enhanced CT for Evaluation of Acute Ischemic Stroke Does Not Increase the Risk of Contrast-Induced Nephropathy,AMERICAN JOURNAL OF NEURORADIOLOGY,Article,2010,20044502,"['Angiography', 'CT']",2.052370842,Angiography,AMERICAN JOURNAL OF NEURORADIOLOGY,2.052370842,"['computed-tomography', 'serum creatinine', 'prognostic implications']",stroke
